,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-10149.560655,-150575245.208646,
Tax Rate For Calcs,0.34,0.193977,0.199011,0.156975,
Total Unusual Items,,-71567000.0,-51000.0,-959231000.0,0.0
Total Unusual Items Excluding Goodwill,,-71567000.0,-51000.0,-959231000.0,0.0
Net Income From Continuing Operation Net Minority Interest,26358860000.0,29860965000.0,35080770000.0,22246235000.0,
Reconciled Depreciation,5109556000.0,5192367000.0,2833098000.0,2828694000.0,
Net Interest Income,104514447000.0,88748731000.0,82269433000.0,62739431000.0,
Interest Expense,168990827000.0,176689874000.0,158439298000.0,68930176000.0,
Interest Income,273505274000.0,265438605000.0,240708731000.0,131669607000.0,
Normalized Income,26358860000.0,29860965000.0,35080810850.43935,23054890754.791355,
Net Income From Continuing And Discontinued Operation,26358860000.0,29860965000.0,35080770000.0,22246235000.0,
Diluted Average Shares,5708392262.0,5707985480.0,5707542822.0,5707154516.0,
Basic Average Shares,5708392262.0,5707985480.0,5707542822.0,5707154516.0,
Diluted EPS,4.62,5.23,5.415,3.43,
Basic EPS,4.62,5.23,5.415,3.43,
Diluted NI Availto Com Stockholders,26358860000.0,29860965000.0,30897625000.0,19574419000.0,
Net Income Common Stockholders,26358860000.0,29860965000.0,30897625000.0,19574419000.0,
Otherunder Preferred Stock Dividend,,204099000.0,214617000.0,135983000.0,185230000.0
Net Income,26358860000.0,29860965000.0,31112242000.0,19710402000.0,
Minority Interests,-2812704000.0,-3304626000.0,-2682890000.0,-1605513000.0,
Net Income Including Noncontrolling Interests,29171564000.0,33165591000.0,33795132000.0,21315915000.0,
Net Income Extraordinary,,-4328027000.0,-3968528000.0,-2535833000.0,-1568571000.0
Net Income Continuous Operations,29171564000.0,33165591000.0,37763660000.0,23851748000.0,
Tax Provision,-1460975000.0,7981600000.0,9382630000.0,4441300000.0,
Pretax Income,27710589000.0,41147191000.0,47146290000.0,28293048000.0,
Other Non Operating Income Expenses,,253527000.0,719202000.0,246057000.0,154901000.0
Special Income Charges,,-71567000.0,-51000.0,-959231000.0,0.0
Write Off,,71567000.0,51000.0,959231000.0,0.0
Gain On Sale Of Security,3691682000.0,-367207000.0,,,
Operating Expense,77558478000.0,68264052000.0,58549545000.0,55029192000.0,
Other Operating Expenses,21889366000.0,19354570000.0,22035127000.0,19433371000.0,
Depreciation And Amortization In Income Statement,5109556000.0,5192367000.0,2833098000.0,2828694000.0,
Amortization,2467259000.0,2356219000.0,1361750000.0,1441449000.0,
Depreciation Income Statement,2642297000.0,2836148000.0,1471348000.0,1387245000.0,
Selling General And Administration,8201089000.0,7315605000.0,8129221000.0,8140537000.0,
Selling And Marketing Expense,890653000.0,763111000.0,660810000.0,647526000.0,
General And Administrative Expense,7310436000.0,6552494000.0,7468411000.0,7493011000.0,
Insurance And Claims,485399000.0,424365000.0,294194000.0,222062000.0,
Rent And Landing Fees,313932000.0,147872000.0,1429655000.0,1420381000.0,
Total Revenue,141761442000.0,125465944000.0,123248268000.0,99776564000.0,
Operating Revenue,141761442000.0,125465944000.0,123248268000.0,99776564000.0,
