,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,221004080.0,-10398505.5,10434390.3,-10455198.8,
Tax Rate For Calcs,0.34,0.1515,0.0641,0.1108,
Normalized EBITDA,9279021000.0,8898917000.0,4751652000.0,2738507000.0,
Total Unusual Items,650012000.0,-68637000.0,162783000.0,-94361000.0,
Total Unusual Items Excluding Goodwill,650012000.0,-68637000.0,162783000.0,-94361000.0,
Net Income From Continuing Operation Net Minority Interest,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Reconciled Depreciation,2494296000.0,2054585000.0,854256000.0,881271000.0,
Reconciled Cost Of Revenue,7085876000.0,4246137000.0,2106303000.0,1883358000.0,
EBITDA,9929033000.0,8830280000.0,4914435000.0,2644146000.0,
EBIT,7434737000.0,6775695000.0,4060179000.0,1762875000.0,
Net Interest Income,-1209480000.0,-618274000.0,-442202000.0,-299980000.0,
Interest Expense,1073618000.0,671023000.0,398359000.0,263754000.0,
Interest Income,36432000.0,23270000.0,23313000.0,2189000.0,
Normalized Income,9872598080.0,5238143494.5,3274723390.3,1416951801.2,
Net Income From Continuing And Discontinued Operation,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Total Expenses,7566419000.0,4966263000.0,2447262000.0,2247408000.0,
Total Operating Income As Reported,,,,,942749000.0
Diluted Average Shares,838005857.0,847220314.0,851869749.0,834718848.0,
Basic Average Shares,834379000.0,840315000.0,843819000.0,825228000.0,
Diluted EPS,12.293,6.114,4.023,1.597,
Basic EPS,12.346,6.164,4.061,1.615,
Diluted NI Availto Com Stockholders,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Net Income Common Stockholders,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Minority Interests,,,,,-147000.0
Net Income Including Noncontrolling Interests,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Net Income Continuous Operations,10301606000.0,5179905000.0,3427072000.0,1333046000.0,
Tax Provision,-3940487000.0,924767000.0,234748000.0,166075000.0,
Pretax Income,6361119000.0,6104672000.0,3661820000.0,1499121000.0,
Other Non Operating Income Expenses,,,,,126959000.0
Special Income Charges,-82131000.0,-57217000.0,0.0,-27152000.0,
Other Special Charges,,-36579000.0,,3184000.0,17437000.0
Write Off,-110849000.0,0.0,,23968000.0,-2000.0
Impairment Of Capital Assets,131688000.0,0.0,0.0,23968000.0,
Restructuring And Mergern Acquisition,61292000.0,93796000.0,0.0,,
Net Non Operating Interest Income Expense,-1209480000.0,-618274000.0,-442202000.0,-299980000.0,
Total Other Finance Cost,172294000.0,-29479000.0,67156000.0,38415000.0,
Interest Expense Non Operating,1073618000.0,671023000.0,398359000.0,263754000.0,
Interest Income Non Operating,36432000.0,23270000.0,23313000.0,2189000.0,
Operating Income,6794234000.0,6938778000.0,3916213000.0,2148595000.0,
Operating Expense,480543000.0,720126000.0,340959000.0,364050000.0,
Other Operating Expenses,173710000.0,280573000.0,38616000.0,109053000.0,
Depreciation And Amortization In Income Statement,106422000.0,137190000.0,121854000.0,110973000.0,
Depreciation Income Statement,106422000.0,137190000.0,121854000.0,110973000.0,
Research And Development,46868000.0,24362000.0,14859000.0,10262000.0,
Selling General And Administration,56443000.0,68985000.0,46726000.0,25152000.0,
General And Administrative Expense,56443000.0,68985000.0,46726000.0,25152000.0,
Gross Profit,7274777000.0,7658904000.0,4257172000.0,2512645000.0,
Cost Of Revenue,7085876000.0,4246137000.0,2106303000.0,1883358000.0,
Total Revenue,14360653000.0,11905041000.0,6363475000.0,4396003000.0,
Operating Revenue,14360653000.0,11905041000.0,6363475000.0,4396003000.0,
