,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,1100012.0,1100013.0,1100013.0,1100014.0,
Ordinary Shares Number,2860681883.0,2860681881.0,2860681881.0,2861784095.0,
Share Issued,2861781895.0,2861781894.0,2861781894.0,2862884109.0,
Net Debt,10382000000.0,8294000000.0,9140000000.0,10539000000.0,
Total Debt,12709000000.0,10264000000.0,10935000000.0,11608000000.0,
Tangible Book Value,10571000000.0,9402000000.0,7157000000.0,6504000000.0,
Invested Capital,39657000000.0,34481000000.0,32359000000.0,30821000000.0,
Working Capital,-1914000000.0,-1224000000.0,2262000000.0,2261000000.0,
Net Tangible Assets,10571000000.0,9402000000.0,7157000000.0,6504000000.0,
Capital Lease Obligations,429000000.0,433000000.0,354000000.0,244000000.0,
Common Stock Equity,27377000000.0,24650000000.0,21778000000.0,19457000000.0,
Total Capitalization,36780000000.0,31851000000.0,31404000000.0,29356000000.0,
Total Equity Gross Minority Interest,27382000000.0,24656000000.0,21784000000.0,19462000000.0,
Minority Interest,5000000.0,6000000.0,6000000.0,5000000.0,
Stockholders Equity,27377000000.0,24650000000.0,21778000000.0,19457000000.0,
Other Equity Interest,-900000000.0,-1648000000.0,-1874000000.0,-2208000000.0,
Gains Losses Not Affecting Retained Earnings,13968000000.0,15291000000.0,12645000000.0,13198000000.0,
Other Equity Adjustments,13968000000.0,15291000000.0,12645000000.0,13198000000.0,
Unrealized Gain Loss,,,,,-2431000000.0
Retained Earnings,,0.0,0.0,0.0,0.0
Capital Stock,14309000000.0,11007000000.0,11007000000.0,8467000000.0,
Common Stock,14309000000.0,11007000000.0,11007000000.0,8467000000.0,
Total Liabilities Net Minority Interest,32344000000.0,30344000000.0,31887000000.0,32584000000.0,
Total Non Current Liabilities Net Minority Interest,18199000000.0,17251000000.0,20684000000.0,21896000000.0,
Other Non Current Liabilities,143000000.0,180000000.0,253000000.0,240000000.0,
Derivative Product Liabilities,,,,,0.0
Employee Benefits,4073000000.0,5088000000.0,5304000000.0,5858000000.0,
Non Current Pension And Other Postretirement Benefit Plans,4073000000.0,5088000000.0,5304000000.0,5858000000.0,
Tradeand Other Payables Non Current,662000000.0,1026000000.0,2178000000.0,2661000000.0,
Non Current Deferred Liabilities,1543000000.0,1112000000.0,932000000.0,962000000.0,
Non Current Deferred Taxes Liabilities,1543000000.0,1112000000.0,932000000.0,962000000.0,
Long Term Debt And Capital Lease Obligation,9753000000.0,7555000000.0,9923000000.0,10081000000.0,
Long Term Capital Lease Obligation,350000000.0,354000000.0,297000000.0,182000000.0,
Long Term Debt,9403000000.0,7201000000.0,9626000000.0,9899000000.0,
Long Term Provisions,1853000000.0,2200000000.0,2029000000.0,1889000000.0,
Current Liabilities,14145000000.0,13093000000.0,11203000000.0,10688000000.0,
Other Current Liabilities,1400000000.0,1396000000.0,2008000000.0,2201000000.0,
Current Debt And Capital Lease Obligation,2956000000.0,2709000000.0,1012000000.0,1527000000.0,
Current Capital Lease Obligation,79000000.0,79000000.0,57000000.0,62000000.0,
Current Debt,2877000000.0,2630000000.0,955000000.0,1465000000.0,
Other Current Borrowings,2877000000.0,2630000000.0,955000000.0,1465000000.0,
Pensionand Other Post Retirement Benefit Plans Current,344000000.0,494000000.0,493000000.0,484000000.0,
Payables And Accrued Expenses,9445000000.0,8494000000.0,7690000000.0,6476000000.0,
Current Accrued Expenses,3828000000.0,3163000000.0,2123000000.0,2135000000.0,
Interest Payable,3611000000.0,2924000000.0,1863000000.0,1910000000.0,
Payables,5617000000.0,5331000000.0,5567000000.0,4341000000.0,
Total Tax Payable,1414000000.0,1609000000.0,2280000000.0,1422000000.0,
Income Tax Payable,163000000.0,111000000.0,240000000.0,190000000.0,
Accounts Payable,4203000000.0,3722000000.0,3287000000.0,2919000000.0,
Total Assets,59726000000.0,55000000000.0,53671000000.0,52046000000.0,
Total Non Current Assets,47495000000.0,43131000000.0,40206000000.0,39097000000.0,
Other Non Current Assets,1357000000.0,1330000000.0,1281000000.0,1229000000.0,
Non Current Deferred Assets,2334000000.0,3045000000.0,3120000000.0,2465000000.0,
Non Current Deferred Taxes Assets,2334000000.0,3045000000.0,3120000000.0,2465000000.0,
Non Current Accounts Receivable,12658000000.0,9496000000.0,7563000000.0,8157000000.0,
Financial Assets,,0.0,703000000.0,1219000000.0,2426000000.0
Investments And Advances,10238000000.0,10358000000.0,10179000000.0,10429000000.0,
Investmentin Financial Assets,7017000000.0,5726000000.0,5072000000.0,5323000000.0,
Held To Maturity Securities,,0.0,7000000.0,353000000.0,
Available For Sale Securities,7017000000.0,5726000000.0,5065000000.0,4970000000.0,
Long Term Equity Investment,3221000000.0,4632000000.0,5107000000.0,5106000000.0,
Goodwill And Other Intangible Assets,16806000000.0,15248000000.0,14621000000.0,12953000000.0,
Other Intangible Assets,16806000000.0,15248000000.0,14621000000.0,12953000000.0,
Net PPE,4102000000.0,3654000000.0,2739000000.0,2645000000.0,
Accumulated Depreciation,-5609000000.0,-5475000000.0,-5405000000.0,-5222000000.0,
Gross PPE,9711000000.0,9129000000.0,8144000000.0,7867000000.0,
Leases,264000000.0,246000000.0,214000000.0,192000000.0,
Construction In Progress,1656000000.0,1207000000.0,379000000.0,306000000.0,
Other Properties,4452000000.0,4353000000.0,4248000000.0,4073000000.0,
Current Assets,12231000000.0,11869000000.0,13465000000.0,12949000000.0,
Other Current Assets,1128000000.0,907000000.0,889000000.0,862000000.0,
Hedging Assets Current,0.0,368000000.0,0.0,0.0,
Assets Held For Sale Current,57000000.0,58000000.0,0.0,0.0,
Restricted Cash,235000000.0,31000000.0,,,
Receivables,7365000000.0,7380000000.0,8335000000.0,8033000000.0,
Other Receivables,111000000.0,50000000.0,146000000.0,335000000.0,
Taxes Receivable,518000000.0,1046000000.0,2692000000.0,2668000000.0,
Accounts Receivable,5596000000.0,5434000000.0,4769000000.0,4430000000.0,
Cash Cash Equivalents And Short Term Investments,3446000000.0,3125000000.0,4241000000.0,4054000000.0,
Other Short Term Investments,1548000000.0,1588000000.0,2800000000.0,3229000000.0,
Cash And Cash Equivalents,1898000000.0,1537000000.0,1441000000.0,825000000.0,
Cash Equivalents,1629000000.0,1342000000.0,1346000000.0,708000000.0,
Cash Financial,269000000.0,195000000.0,95000000.0,117000000.0,
