,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,117093000.0,106064000.0,119256000.0,59239000.0,
Repayment Of Debt,-68680000.0,,-115858000.0,-22173000.0,-52620000.0
Issuance Of Debt,0.0,,80739000.0,0.0,18000000.0
Capital Expenditure,-31076000.0,-15440000.0,-6000.0,-373000.0,
End Cash Position,12596000.0,,13492000.0,33480000.0,27302000.0
Beginning Cash Position,34448000.0,,33480000.0,27302000.0,26129000.0
Changes In Cash,-21852000.0,,-19988000.0,6178000.0,1173000.0
Financing Cash Flow,-115909000.0,,-83739000.0,-50186000.0,-55891000.0
Interest Paid Cff,-46581000.0,,-47241000.0,-25982000.0,-19979000.0
Net Issuance Payments Of Debt,-68680000.0,,-35119000.0,-22173000.0,-34620000.0
Net Long Term Debt Issuance,-68680000.0,,-35119000.0,-22173000.0,-34620000.0
Long Term Debt Payments,-68680000.0,,-115858000.0,-22173000.0,-52620000.0
Long Term Debt Issuance,0.0,,80739000.0,0.0,18000000.0
Investing Cash Flow,-54112000.0,,-55511000.0,-3248000.0,9261000.0
Net Other Investing Changes,,,-27794000.0,-15478000.0,46156000.0
Net Investment Purchase And Sale,-23036000.0,,-27711000.0,12603000.0,-18996000.0
Purchase Of Investment,,,,,-18996000.0
Net Intangibles Purchase And Sale,-813000.0,,-6000.0,-373000.0,-281000.0
Purchase Of Intangibles,-813000.0,,-6000.0,-373000.0,-281000.0
Net PPE Purchase And Sale,-30263000.0,-14901000.0,-32169000.0,-22044000.0,
Purchase Of PPE,-30263000.0,-14901000.0,-32169000.0,-22044000.0,
Operating Cash Flow,148169000.0,,119262000.0,59612000.0,47803000.0
Taxes Refund Paid,-2471000.0,,-7851000.0,-4824000.0,-857000.0
Change In Working Capital,64775000.0,,-602000.0,-39956000.0,-23843000.0
Change In Other Current Liabilities,970000.0,,7339000.0,242000.0,6990000.0
Change In Other Current Assets,11103000.0,,12248000.0,-9393000.0,-9154000.0
Change In Accrued Expense,2018000.0,,3070000.0,3382000.0,-1158000.0
Change In Payable,20052000.0,,-17674000.0,23945000.0,-11799000.0
Change In Inventory,-7860000.0,,12598000.0,-73118000.0,-7197000.0
Change In Receivables,38492000.0,,-18183000.0,14986000.0,-1525000.0
Other Non Cash Items,57552000.0,,59137000.0,32262000.0,30256000.0
Provisionand Write Offof Assets,7089000.0,,-7707000.0,1129000.0,-5317000.0
Deferred Tax,-29684000.0,,-172041000.0,-122370000.0,-35550000.0
Depreciation And Amortization,21411000.0,,19720000.0,19068000.0,19058000.0
Depreciation,21411000.0,,19720000.0,19068000.0,19058000.0
Gain Loss On Investment Securities,-6703000.0,,-4440000.0,-1907000.0,-1104000.0
Net Foreign Currency Exchange Gain Loss,74423000.0,,-24659000.0,28810000.0,97961000.0
Gain Loss On Sale Of PPE,4272000.0,,1377000.0,-1258000.0,-889000.0
Net Income From Continuing Operations,-41575000.0,,258724000.0,149330000.0,-30980000.0
